iter	Passed	Remaining
288	32978	81133
289	33076	80981
290	33229	80961
291	33408	81003
292	33539	80929
293	33647	80800
294	33748	80654
295	33821	80439
296	33929	80310
297	34007	80111
298	34080	79901
299	34164	79716
300	34258	79557
301	34343	79377
302	34443	79231
303	34608	79234
304	34763	79215
305	34882	79113
306	34958	78913
307	35074	78804
308	35152	78608
309	35234	78425
310	35323	78256
311	35411	78085
312	35488	77892
313	35584	77742
314	35682	77594
315	35756	77396
316	35874	77293
317	35954	77109
318	36028	76913
319	36135	76788
320	36224	76623
321	36324	76483
322	36442	76381
323	36518	76192
324	36608	76033
325	36721	75921
326	36816	75772
327	36968	75741
328	37102	75671
329	37196	75519
330	37297	75383
331	37379	75209
332	37491	75095
333	37666	75107
334	37835	75106
335	38056	75207
336	38195	75144
337	38316	75046
338	38420	74914
339	38494	74725
340	38615	74625
341	38708	74473
342	38791	74302
343	38921	74222
344	39073	74183
345	39236	74164
346	39327	74008
347	39413	73843
348	39600	73867
349	39843	73994
350	39984	73931
351	40143	73900
352	40236	73747
353	40344	73622
354	40498	73581
355	40636	73511
356	40808	73501
357	40948	73431
358	41026	73253
359	41101	73069
360	41189	72909
361	41377	72924
362	41554	72920
363	41737	72925
364	41836	72783
365	41921	72618
366	41996	72436
367	42140	72371
368	42305	72344
369	42445	72271
370	42587	72202
371	42705	72095
372	42854	72037
373	43044	72047
374	43273	72122
375	43398	72022
376	43473	71840
377	43585	71719
378	43684	71577
379	43832	71515
380	43999	71485
381	44153	71431
382	44254	71293
383	44370	71177
384	44484	71059
385	44634	70999
386	44783	70936
387	44944	70892
388	45122	70872
389	45256	70785
390	45420	70744
391	45572	70683
392	45685	70562
393	45809	70458
394	45945	70372
395	46080	70284
396	46207	70184
397	46347	70103
398	46504	70048
399	46639	69959
400	46773	69869
401	46916	69791
402	47097	69770
403	47282	69752
404	47486	69763
405	47643	69704
406	47770	69601
407	47860	69444
408	47937	69268
409	48041	69132
410	48132	68978
411	48208	68802
412	48303	68653
413	48470	68607
414	48602	68512
415	48834	68556
416	48994	68498
417	49098	68362
418	49191	68211
419	49267	68035
420	49366	67894
421	49470	67757
422	49543	67580
423	49643	67440
424	49734	67287
425	49812	67118
426	49912	66979
427	50013	66839
428	50085	66664
429	50187	66528
430	50282	66382
431	50366	66222
432	50469	66087
433	50556	65933
434	50630	65761
435	50723	65615
436	50833	65490
437	50915	65330
438	51018	65197
439	51103	65040
440	51177	64871
441	51268	64724
442	51368	64587
443	51440	64417
444	51539	64280
445	51632	64135
446	51704	63965
447	51794	63818
448	51910	63703
449	51994	63548
450	52107	63429
451	52184	63267
452	52255	63099
453	52345	62953
454	52449	62823
455	52523	62660
456	52624	62527
457	52715	62383
458	52790	62221
459	52879	62076
460	52978	61942
461	53051	61778
462	53152	61647
463	53257	61521
464	53330	61358
465	53442	61241
466	53526	61091
467	53600	60930
468	53699	60797
469	53796	60663
470	53869	60503
471	53987	60392
472	54123	60302
473	54268	60221
474	54447	60178
475	54565	60067
476	54688	59962
477	54772	59814
478	54884	59696
479	54958	59537
480	55057	59407
481	55147	59266
482	55219	59106
483	55312	58969
484	55464	58895
485	55629	58834
486	55745	58721
487	55898	58648
488	56010	58530
489	56087	58376
490	56193	58253
491	56279	58109
492	56350	57951
493	56438	57809
494	56539	57681
495	56611	57524
496	56720	57404
497	56813	57269
498	56889	57117
499	56987	56987
500	57083	56855
501	57156	56701
502	57253	56570
503	57344	56433
504	57417	56280
505	57506	56142
506	57616	56025
507	57692	55875
508	57800	55756
509	57884	55614
510	57956	55461
511	58044	55323
512	58150	55203
513	58223	55051
514	58324	54926
515	58413	54791
516	58488	54641
517	58578	54507
518	58678	54382
519	58755	54235
520	58853	54109
521	58945	53976
522	59020	53829
523	59123	53707
524	59217	53577
525	59290	53428
526	59384	53299
527	59476	53168
528	59548	53019
529	59639	52887
530	59743	52767
531	59819	52622
532	59921	52501
533	60011	52369
534	60086	52224
535	60178	52095
536	60285	51978
537	60361	51834
538	60472	51721
539	60563	51590
540	60636	51445
541	60736	51323
542	60831	51197
543	60905	51053
544	61005	50931
545	61098	50803
546	61169	50657
547	61259	50528
548	61392	50433
549	61490	50310
550	61594	50192
551	61672	50052
552	61782	49940
553	61869	49808
554	61942	49665
555	62035	49539
556	62136	49419
557	62209	49276
558	62309	49156
559	62402	49030
560	62477	48890
561	62570	48764
562	62673	48646
563	62749	48508
564	62865	48401
565	62952	48270
566	63027	48131
567	63122	48008
568	63234	47898
569	63309	47759
570	63413	47643
571	63501	47514
572	63572	47374
573	63666	47250
574	63767	47132
575	63842	46995
576	63948	46880
577	64042	46757
578	64115	46619
579	64209	46496
580	64309	46377
581	64383	46241
582	64488	46126
583	64581	46003
584	64660	45870
585	64763	45754
586	64861	45634
587	64932	45497
588	65028	45376
589	65130	45260
590	65203	45124
591	65306	45008
592	65404	44889
593	65479	44755
594	65578	44637
595	65687	44526
596	65759	44390
597	65865	44277
598	65958	44155
599	66033	44022
600	66134	43906
601	66231	43787
602	66305	43653
603	66405	43537
604	66499	43417
605	66575	43285
606	66670	43165
607	66771	43050
608	66848	42919
609	66948	42803
610	67046	42685
611	67120	42553
612	67220	42437
613	67320	42321
614	67392	42188
615	67495	42075
616	67591	41956
617	67667	41827
618	67764	41709
619	67865	41594
620	67938	41463
621	68034	41345
622	68135	41231
623	68210	41101
624	68310	40986
625	68408	40870
626	68479	40738
627	68580	40624
628	68680	40509
629	68754	40379
630	68853	40264
631	68954	40150
632	69025	40019
633	69126	39906
634	69225	39791
635	69303	39664
636	69404	39550
637	69502	39435
638	69581	39309
639	69681	39195
640	69788	39085
641	69861	38957
642	69963	38844
643	70060	38729
644	70132	38599
645	70244	38493
646	70343	38378
647	70415	38250
648	70511	38135
649	70610	38021
650	70684	37893
651	70785	37781
652	70885	37668
653	70970	37546
654	71069	37433
655	71171	37321
656	71243	37194
657	71343	37081
658	71440	36967
659	71512	36839
660	71611	36726
661	71714	36615
662	71789	36490
663	71889	36377
664	71993	36267
665	72067	36141
666	72166	36029
667	72268	35917
668	72341	35792
669	72440	35679
670	72547	35570
671	72621	35446
672	72726	35336
673	72823	35223
674	72894	35097
675	72997	34987
676	73128	34889
677	73203	34766
678	73310	34658
679	73396	34539
680	73504	34431
681	73595	34315
682	73673	34194
683	73774	34082
684	73877	33972
685	73951	33849
686	74051	33738
687	74157	33629
688	74232	33506
689	74335	33397
690	74432	33284
691	74508	33162
692	74607	33051
693	74708	32940
694	74783	32818
695	74881	32706
696	74982	32596
697	75054	32473
698	75156	32363
699	75255	32252
700	75326	32129
701	75423	32017
702	75527	31908
703	75615	31792
704	75722	31685
705	75816	31572
706	75888	31450
707	75983	31338
708	76090	31230
709	76164	31109
710	76270	31001
711	76364	30889
712	76435	30767
713	76543	30660
714	76645	30551
715	76718	30430
716	76814	30318
717	76920	30211
718	76993	30090
719	77092	29980
720	77196	29871
721	77270	29752
722	77369	29642
723	77469	29532
724	77545	29413
725	77652	29306
726	77752	29197
727	77824	29077
728	77931	28970
729	78031	28861
730	78103	28741
731	78205	28632
732	78312	28525
733	78383	28406
734	78489	28298
735	78598	28192
736	78669	28073
737	78771	27964
738	78872	27856
739	78958	27742
740	79064	27635
741	79158	27524
742	79235	27407
743	79329	27296
744	79434	27189
745	79513	27072
746	79614	26964
747	79712	26855
748	79788	26738
749	79887	26629
750	79991	26521
751	80065	26404
752	80169	26297
753	80267	26188
754	80341	26071
755	80445	25964
756	80548	25856
757	80625	25740
758	80738	25636
759	80833	25526
760	80907	25409
761	81008	25301
762	81110	25194
763	81182	25077
764	81284	24969
765	81385	24861
766	81459	24745
767	81560	24638
768	81681	24536
769	81802	24434
770	81953	24341
771	82060	24235
772	82168	24129
773	82249	24016
774	82353	23909
775	82453	23800
776	82534	23687
777	82643	23582
778	82739	23472
779	82813	23357
780	82911	23249
781	83027	23145
782	83101	23030
783	83211	22925
784	83307	22816
785	83380	22701
786	83480	22593
787	83588	22488
788	83666	22374
789	83770	22268
790	83873	22161
791	83946	22046
792	84044	21938
793	84150	21832
794	84226	21718
795	84323	21610
796	84425	21503
797	84497	21389
798	84605	21283
799	84710	21177
800	84781	21063
801	84880	20955
802	84988	20850
803	85061	20736
804	85159	20628
805	85270	20524
806	85351	20412
807	85456	20306
808	85556	20199
809	85632	20086
810	85738	19980
811	85839	19874
812	85911	19760
813	86011	19653
814	86117	19548
815	86193	19435
816	86294	19329
817	86407	19225
818	86479	19112
819	86582	19005
820	86690	18900
821	86762	18788
822	86868	18682
823	86970	18576
824	87042	18463
825	87139	18356
826	87247	18251
827	87320	18139
828	87419	18032
829	87523	17926
830	87600	17815
831	87710	17710
832	87809	17604
833	87885	17492
834	87989	17387
835	88096	17282
836	88173	17171
837	88271	17064
838	88375	16958
839	88449	16847
840	88556	16742
841	88661	16637
842	88734	16525
843	88838	16420
844	88943	16315
845	89014	16203
846	89114	16097
847	89224	15993
848	89296	15881
849	89397	15776
850	89506	15671
851	89580	15560
852	89687	15456
853	89788	15350
854	89862	15239
855	89963	15134
856	90070	15029
857	90152	14920
858	90265	14816
859	90374	14712
860	90447	14601
861	90551	14496
862	90655	14391
863	90727	14281
864	90831	14176
865	90937	14071
866	91010	13961
867	91107	13855
868	91212	13750
869	91287	13640
870	91387	13534
871	91494	13430
872	91569	13321
873	91669	13215
874	91778	13111
875	91853	13002
876	91959	12897
877	92066	12792
878	92145	12684
879	92249	12579
880	92355	12474
881	92435	12366
882	92543	12262
883	92652	12158
884	92725	12049
885	92827	11944
886	92950	11841
887	93025	11732
888	93142	11629
889	93238	11523
890	93313	11415
891	93417	11310
892	93526	11206
893	93598	11097
894	93697	10992
895	93804	10887
896	93881	10780
897	93983	10675
898	94096	10571
899	94167	10463
900	94272	10358
901	94378	10253
902	94455	10146
903	94557	10041
904	94665	9937
905	94738	9829
906	94839	9724
907	94947	9620
908	95020	9512
909	95123	9407
910	95230	9303
911	95305	9196
912	95404	9091
913	95513	8987
914	95589	8879
915	95691	8775
916	95795	8670
917	95872	8563
918	95971	8458
919	96081	8354
920	96159	8248
921	96263	8143
922	96377	8040
923	96453	7933
924	96553	7828
925	96666	7724
926	96740	7618
927	96846	7513
928	96956	7410
929	97029	7303
930	97132	7198
931	97240	7094
932	97316	6988
933	97420	6884
934	97531	6780
935	97605	6673
936	97706	6569
937	97816	6465
938	97891	6359
939	97999	6255
940	98103	6151
941	98174	6044
942	98276	5940
943	98386	5836
944	98466	5730
945	98566	5626
946	98677	5522
947	98755	5416
948	98863	5313
949	98968	5208
950	99041	5103
951	99147	4999
952	99257	4895
953	99341	4790
954	99450	4686
955	99556	4582
956	99631	4476
957	99729	4372
958	99838	4268
959	99914	4163
960	100017	4058
961	100129	3955
962	100207	3850
963	100311	3746
964	100420	3642
965	100491	3536
966	100589	3432
967	100703	3329
968	100782	3224
969	100888	3120
970	100992	3016
971	101065	2911
972	101162	2807
973	101268	2703
974	101347	2598
975	101457	2494
976	101563	2390
977	101636	2286
978	101741	2182
979	101849	2078
980	101924	1974
981	102024	1870
982	102128	1766
983	102221	1662
984	102328	1558
985	102440	1454
986	102512	1350
987	102613	1246
988	102719	1142
989	102819	1038
990	102921	934
991	103036	830
992	103141	727
993	103246	623
994	103353	519
995	103466	415
996	103568	311
997	103670	207
998	103775	103
999	103898	0
